
2016/9/13  20:10:00,586
2016/9/13  20:00:00,571
2016/9/13  20:30:00,566
2016/9/13  20:20:00,596
2016/9/13  20:50:00,522
2016/9/13  20:40:00,614
2016/9/13  6:30:00,962
2016/9/13  6:20:00,954
2016/9/13  6:10:00,983
2016/9/13  6:00:00,892
2016/9/12  15:20:00,954
2016/9/12  15:10:00,756
2016/9/12  15:00:00,880
2016/9/13  6:50:00,1005
2016/9/13  6:40:00,1073
2016/9/12  16:50:00,749
2016/9/12  16:40:00,686
2016/9/12  16:30:00,772
2016/9/12  16:20:00,756
2016/9/14  1:00:00,145
2016/9/14  1:10:00,133
2016/9/14  1:20:00,87
2016/9/14  1:30:00,98
2016/9/14  1:40:00,90
2016/9/14  1:50:00,86
2016/9/10  23:50:00,75
2016/9/10  23:40:00,72
2016/9/10  23:30:00,117
2016/9/10  23:20:00,141
2016/9/10  23:10:00,166
2016/9/10  23:00:00,149
2016/9/13  21:00:00,444
2016/9/13  21:20:00,488
2016/9/13  21:10:00,533
2016/9/13  21:40:00,405
2016/9/13  21:30:00,488
2016/9/13  21:50:00,324
2016/9/13  5:40:00,853
2016/9/13  5:30:00,707
2016/9/13  5:20:00,673
2016/9/13  5:10:00,753
2016/9/12  16:10:00,769
2016/9/12  16:00:00,764
2016/9/13  5:50:00,846
2016/9/13  5:00:00,444
2016/9/12  17:40:00,772
2016/9/12  17:30:00,776
2016/9/12  17:20:00,748
2016/9/12  17:10:00,764
2016/9/12  17:50:00,759
2016/9/14  2:00:00,108
2016/9/14  2:10:00,97
2016/9/14  2:20:00,86
2016/9/14  2:30:00,75
2016/9/14  2:40:00,75
2016/9/14  2:50:00,41
2016/9/12  8:30:00,680
2016/9/12  8:40:00,698
2016/9/12  8:10:00,795
2016/9/12  8:20:00,872
2016/9/12  8:00:00,874
2016/9/12  13:00:00,706
2016/9/13  4:50:00,301
2016/9/13  4:40:00,190
2016/9/13  4:30:00,155
2016/9/13  4:20:00,166
2016/9/12  13:40:00,718
2016/9/12  13:30:00,659
2016/9/12  8:50:00,727
2016/9/12  13:20:00,639
2016/9/12  13:10:00,655
2016/9/13  4:10:00,141
2016/9/13  4:00:00,74
2016/9/12  14:50:00,938
2016/9/12  14:40:00,897
2016/9/11  1:00:00,95
2016/9/14  3:00:00,47
2016/9/14  3:10:00,55
2016/9/11  1:20:00,190
2016/9/14  3:20:00,29
2016/9/11  1:10:00,157
2016/9/14  3:30:00,41
2016/9/11  1:40:00,120
2016/9/14  3:40:00,44
2016/9/11  1:30:00,132
2016/9/14  3:50:00,45
2016/9/11  1:50:00,135
2016/9/12  9:20:00,857
2016/9/12  9:30:00,949
2016/9/12  9:00:00,825
2016/9/12  9:10:00,904
2016/9/13  3:50:00,43
2016/9/13  3:40:00,43
2016/9/13  3:30:00,46
2016/9/12  14:30:00,965
2016/9/12  14:20:00,768
2016/9/12  9:40:00,891
2016/9/12  14:10:00,787
2016/9/12  9:50:00,862
2016/9/12  14:00:00,797
2016/9/13  3:20:00,44
2016/9/13  3:10:00,41
2016/9/13  3:00:00,36
2016/9/12  15:50:00,720
2016/9/12  15:40:00,802
2016/9/12  15:30:00,830
2016/9/11  0:10:00,900
2016/9/11  0:00:00,871
2016/9/14  4:00:00,49
2016/9/11  0:30:00,895
2016/9/14  4:10:00,82
2016/9/11  0:20:00,868
2016/9/14  4:20:00,139
2016/9/11  0:50:00,788
2016/9/14  4:30:00,155
2016/9/11  0:40:00,840
2016/9/14  4:40:00,167
2016/9/14  4:50:00,226
2016/9/11  18:50:00,538
2016/9/11  18:20:00,630
2016/9/11  18:10:00,609
2016/9/11  18:40:00,524
2016/9/11  18:30:00,649
2016/9/11  3:00:00,65
2016/9/11  3:20:00,38
2016/9/11  3:10:00,39
2016/9/11  17:10:00,708
2016/9/11  3:40:00,53
2016/9/11  17:00:00,732
2016/9/11  3:30:00,32
2016/9/11  3:50:00,38
2016/9/11  17:30:00,623
2016/9/11  17:20:00,660
2016/9/11  17:50:00,588
2016/9/11  17:40:00,678
2016/9/13  9:50:00,756
2016/9/13  9:00:00,847
2016/9/13  9:40:00,796
2016/9/13  9:30:00,777
2016/9/13  9:20:00,833
2016/9/13  9:10:00,839
2016/9/11  2:10:00,89
2016/9/11  2:00:00,94
2016/9/11  16:00:00,788
2016/9/11  2:30:00,101
2016/9/11  2:20:00,111
2016/9/11  16:20:00,692
2016/9/11  2:50:00,70
2016/9/11  16:10:00,828
2016/9/11  2:40:00,83
2016/9/13  8:10:00,795
2016/9/13  8:00:00,946
2016/9/13  19:10:00,575
2016/9/13  19:00:00,580
2016/9/13  8:50:00,745
2016/9/12  17:00:00,804
2016/9/13  19:30:00,687
2016/9/13  8:40:00,752
2016/9/13  19:20:00,610
2016/9/13  8:30:00,731
2016/9/13  19:50:00,557
2016/9/13  8:20:00,774
2016/9/13  19:40:00,584
2016/9/10  19:50:00,125
2016/9/10  19:30:00,79
2016/9/10  19:40:00,97
2016/9/10  19:10:00,70
2016/9/10  19:20:00,43
