E1,2016/9/14 9:20,1856
E1,2016/9/11 16:40,3131
E1,2016/9/12 11:00,2481
E1,2016/9/13 7:00,2017
E1,2016/9/14 9:30,2135
E1,2016/9/11 16:30,3064
E1,2016/9/13 7:10,2252
E1,2016/9/14 9:00,1801
E1,2016/9/11 16:20,3105
E1,2016/9/13 7:20,2550
E1,2016/9/14 9:10,1748
E1,2016/9/11 16:10,3045
E1,2016/9/12 11:30,3559
E1,2016/9/10 22:20,4561
E1,2016/9/12 23:10,4325
E1,2016/9/10 22:30,4620
E1,2016/9/12 11:40,3816
E1,2016/9/12 23:20,3509
E1,2016/9/10 22:40,4821
E1,2016/9/12 11:50,3943
E1,2016/9/12 11:10,2746
E1,2016/9/13 17:10,2616
E1,2016/9/14 9:40,2353
E1,2016/9/10 22:50,4963
E1,2016/9/11 3:00,1708
E1,2016/9/12 11:20,3068
E1,2016/9/13 17:00,3002
E1,2016/9/14 9:50,2637
E1,2016/9/12 23:00,4361
E1,2016/9/11 16:50,3320
E1,2016/9/12 5:40,1717
E1,2016/9/12 5:50,1647
E1,2016/9/12 5:20,1413
E1,2016/9/12 23:40,2912
E1,2016/9/12 23:30,2980
E1,2016/9/14 12:00,3707
E1,2016/9/12 5:30,1655
E1,2016/9/12 23:50,2507
E1,2016/9/14 12:10,3596
E1,2016/9/12 5:00,1072
E1,2016/9/13 7:30,2905
E1,2016/9/14 12:20,3606
E1,2016/9/11 16:00,3265
E1,2016/9/12 5:10,1234
E1,2016/9/13 7:40,3016
E1,2016/9/14 12:30,3790
E1,2016/9/13 7:50,2943
E1,2016/9/14 12:40,4128
E1,2016/9/14 12:50,4046
E1,2016/9/11 6:10,1150
E1,2016/9/13 21:00,3571
E1,2016/9/11 6:00,1037
E1,2016/9/12 14:50,4202
E1,2016/9/13 21:20,3763
E1,2016/9/11 6:30,1831
E1,2016/9/13 21:10,3638
E1,2016/9/11 6:20,1606
E1,2016/9/11 13:00,3981
E1,2016/9/11 6:50,2519
E1,2016/9/13 21:40,3954
E1,2016/9/11 6:40,2203
E1,2016/9/13 21:30,4100
E1,2016/9/14 6:00,996
E1,2016/9/13 21:50,4272
E1,2016/9/14 6:30,1209
E1,2016/9/14 6:40,1583
E1,2016/9/14 6:10,872
E1,2016/9/10 18:50,1847
E1,2016/9/14 6:20,1055
E1,2016/9/14 6:50,1872
E1,2016/9/13 14:40,2513
E1,2016/9/11 0:30,3099
E1,2016/9/11 0:10,3274
E1,2016/9/13 14:20,2163
E1,2016/9/13 14:30,2364
E1,2016/9/11 0:20,3111
E1,2016/9/11 0:50,2883
E1,2016/9/13 14:50,2678
E1,2016/9/11 0:40,3127
E1,2016/9/12 0:50,2521
E1,2016/9/11 13:50,4295
E1,2016/9/11 13:40,4269
E1,2016/9/11 13:30,4229
E1,2016/9/11 13:10,4278
E1,2016/9/11 13:20,4420
E1,2016/9/12 14:30,4060
E1,2016/9/14 3:00,678
E1,2016/9/14 3:10,566
E1,2016/9/12 14:40,4116
E1,2016/9/11 0:00,3522
E1,2016/9/12 14:00,3642
E1,2016/9/13 14:10,2354
E1,2016/9/12 14:10,3305
E1,2016/9/13 14:00,2670
E1,2016/9/12 14:20,3646
E1,2016/9/11 10:50,2650
E1,2016/9/12 8:30,3357
E1,2016/9/11 22:30,4491
E1,2016/9/11 22:40,4452
E1,2016/9/14 3:40,282
E1,2016/9/11 10:40,2880
E1,2016/9/12 8:40,3306
E1,2016/9/11 22:20,4480
E1,2016/9/14 3:50,237
E1,2016/9/12 8:10,3582
E1,2016/9/11 22:10,4502
E1,2016/9/13 2:00,1855
E1,2016/9/14 3:20,369
E1,2016/9/11 10:20,3309
E1,2016/9/12 8:20,3347
E1,2016/9/11 22:00,4344
E1,2016/9/13 2:10,1949
E1,2016/9/14 3:30,356
E1,2016/9/11 10:30,3261
E1,2016/9/12 17:20,2495
E1,2016/9/12 8:00,3835
E1,2016/9/12 17:30,2684
E1,2016/9/12 17:00,3239
E1,2016/9/11 22:50,4406
E1,2016/9/12 17:10,2832
E1,2016/9/13 17:30,2751
E1,2016/9/11 3:20,831
E1,2016/9/13 17:20,2664
E1,2016/9/11 3:10,1239
E1,2016/9/10 22:00,4216
E1,2016/9/12 17:40,2821
E1,2016/9/13 17:50,3060
E1,2016/9/11 3:40,534
E1,2016/9/10 22:10,4440
E1,2016/9/12 17:50,2900
E1,2016/9/13 17:40,2967
E1,2016/9/11 3:30,665
E1,2016/9/13 2:20,1922
E1,2016/9/11 10:00,3332
E1,2016/9/13 2:30,1800
E1,2016/9/11 3:50,459
E1,2016/9/11 10:10,3189
E1,2016/9/12 8:50,3242
E1,2016/9/13 2:40,1743
E1,2016/9/13 2:50,1665
E1,2016/9/13 15:00,2971
E1,2016/9/13 15:30,3758
E1,2016/9/13 15:10,3160
E1,2016/9/13 15:20,3465
E1,2016/9/13 15:50,3961
E1,2016/9/11 18:20,3034
E1,2016/9/13 15:40,3982
E1,2016/9/11 18:10,3070
E1,2016/9/11 18:00,3160
E1,2016/9/13 9:10,2286
E1,2016/9/12 13:10,4431
E1,2016/9/11 8:30,3398
E1,2016/9/13 9:20,2360
E1,2016/9/12 13:20,4065
E1,2016/9/11 8:20,3401
