
E1-3A<E1-3-02>,2016/9/10 18:50,94,1847,74,552,3,E1
E1-3A<E1-3-02>,2016/9/10 19:00,199,3933,73,538,3,E1
E1-3A<E1-3-02>,2016/9/10 19:10,165,4073,70,524,0,E1
E1-3A<E1-3-02>,2016/9/10 19:20,208,4367,43,512,2,E1
E1-3A<E1-3-02>,2016/9/10 19:30,216,4652,79,452,3,E1
E1-3A<E1-3-02>,2016/9/10 19:40,205,4865,97,439,3,E1
E1-3A<E1-3-02>,2016/9/10 19:50,207,5357,125,471,1,E1
E1-3A<E1-3-02>,2016/9/10 20:00,206,5560,164,528,0,E1
E1-3A<E1-3-02>,2016/9/10 20:10,214,6054,118,553,4,E1
E1-3A<E1-3-02>,2016/9/10 20:20,201,6038,127,569,0,E1
E1-3A<E1-3-02>,2016/9/10 20:30,187,5799,109,512,0,E1
E1-3A<E1-3-02>,2016/9/10 20:40,156,5573,121,478,0,E1
E1-3A<E1-3-02>,2016/9/10 20:50,145,4979,119,428,0,E1
E1-3A<E1-3-02>,2016/9/10 21:00,113,4124,107,348,2,E1
E1-3A<E1-3-02>,2016/9/10 21:10,130,4018,156,349,5,E1
E1-3A<E1-3-02>,2016/9/10 21:20,128,4135,168,361,3,E1
E1-3A<E1-3-02>,2016/9/10 21:30,161,4037,167,356,1,E1
E1-3A<E1-3-02>,2016/9/10 21:40,153,4122,138,258,4,E1
E1-3A<E1-3-02>,2016/9/10 21:50,114,4270,172,154,7,E1
E1-3A<E1-3-02>,2016/9/10 22:00,156,4216,172,231,0,E1
E1-3A<E1-3-02>,2016/9/10 22:10,160,4440,150,230,0,E1
E1-3A<E1-3-02>,2016/9/10 22:20,148,4561,185,189,1,E1
E1-3A<E1-3-02>,2016/9/10 22:30,152,4620,204,107,0,E1
E1-3A<E1-3-02>,2016/9/10 22:40,142,4821,161,89,0,E1
E1-3A<E1-3-02>,2016/9/10 22:50,173,4963,152,171,0,E1
E1-3A<E1-3-02>,2016/9/10 23:00,168,4778,149,103,4,E1
E1-3A<E1-3-02>,2016/9/10 23:10,137,4586,166,102,2,E1
E1-3A<E1-3-02>,2016/9/10 23:20,111,4215,141,30,1,E1
E1-3A<E1-3-02>,2016/9/10 23:30,110,4306,117,99,1,E1
E1-3A<E1-3-02>,2016/9/10 23:40,117,4201,72,30,1,E1
E1-3A<E1-3-02>,2016/9/10 23:50,86,3954,75,11,5,E1
E1-3A<E1-3-02>,2016/9/11 0:00,101,3522,871,664,18,E1
E1-3A<E1-3-02>,2016/9/11 0:10,111,3274,900,655,16,E1
E1-3A<E1-3-02>,2016/9/11 0:20,100,3111,868,656,20,E1
E1-3A<E1-3-02>,2016/9/11 0:30,101,3099,895,695,16,E1
E1-3A<E1-3-02>,2016/9/11 0:40,67,3127,840,665,14,E1
E1-3A<E1-3-02>,2016/9/11 0:50,36,2883,788,565,13,E1
E1-3A<E1-3-02>,2016/9/11 1:00,26,2593,95,64,0,E1
E1-3A<E1-3-02>,2016/9/11 1:10,38,2131,157,50,1,E1
E1-3A<E1-3-02>,2016/9/11 1:20,40,1667,190,25,3,E1
E1-3A<E1-3-02>,2016/9/11 1:30,27,1605,132,81,0,E1
E1-3A<E1-3-02>,2016/9/11 1:40,50,1812,120,38,2,E1
E1-3A<E1-3-02>,2016/9/11 1:50,52,2025,135,15,0,E1
E1-3A<E1-3-02>,2016/9/11 2:00,46,2170,94,9,0,E1
E1-3A<E1-3-02>,2016/9/11 2:10,51,2195,89,3,0,E1
E1-3A<E1-3-02>,2016/9/11 2:20,61,2159,111,3,0,E1
E1-3A<E1-3-02>,2016/9/11 2:30,57,2416,101,85,2,E1
E1-3A<E1-3-02>,2016/9/11 2:40,57,2066,83,59,1,E1
E1-3A<E1-3-02>,2016/9/11 2:50,22,2018,70,64,2,E1
E1-3A<E1-3-02>,2016/9/11 3:00,18,1708,65,15,1,E1
E1-3A<E1-3-02>,2016/9/11 3:10,29,1239,39,0,1,E1
E1-3A<E1-3-02>,2016/9/11 3:20,22,831,38,0,0,E1
E1-3A<E1-3-02>,2016/9/11 3:30,21,665,32,0,0,E1
E1-3A<E1-3-02>,2016/9/11 3:40,11,534,53,0,1,E1
E1-3A<E1-3-02>,2016/9/11 3:50,17,459,38,0,0,E1
E1-3A<E1-3-02>,2016/9/11 4:00,18,382,152,0,2,E1
E1-3A<E1-3-02>,2016/9/11 4:10,14,427,198,0,0,E1
E1-3A<E1-3-02>,2016/9/11 4:20,11,449,158,0,0,E1
E1-3A<E1-3-02>,2016/9/11 4:30,10,431,163,13,0,E1
E1-3A<E1-3-02>,2016/9/11 4:40,10,484,226,20,0,E1
E1-3A<E1-3-02>,2016/9/11 4:50,12,580,337,121,0,E1
E1-3A<E1-3-02>,2016/9/11 5:00,10,690,545,531,0,E1
E1-3A<E1-3-02>,2016/9/11 5:10,10,499,790,684,0,E1
E1-3A<E1-3-02>,2016/9/11 5:20,16,604,811,773,0,E1
E1-3A<E1-3-02>,2016/9/11 5:30,17,642,881,925,1,E1
E1-3A<E1-3-02>,2016/9/11 5:40,14,758,989,981,0,E1
E1-3A<E1-3-02>,2016/9/11 5:50,40,834,1031,952,1,E1
E1-3A<E1-3-02>,2016/9/11 6:00,79,1037,962,969,1,E1
E1-3A<E1-3-02>,2016/9/11 6:10,85,1150,1043,942,3,E1
E1-3A<E1-3-02>,2016/9/11 6:20,79,1606,963,992,7,E1
E1-3A<E1-3-02>,2016/9/11 6:30,57,1831,1095,931,8,E1
E1-3A<E1-3-02>,2016/9/11 6:40,69,2203,953,949,16,E1
E1-3A<E1-3-02>,2016/9/11 6:50,109,2519,1000,932,13,E1
E1-3A<E1-3-02>,2016/9/11 7:00,115,2689,966,929,23,E1
E1-3A<E1-3-02>,2016/9/11 7:10,146,2876,879,939,13,E1
E1-3A<E1-3-02>,2016/9/11 7:20,174,3165,881,893,17,E1
E1-3A<E1-3-02>,2016/9/11 7:30,268,3620,807,834,16,E1
E1-3A<E1-3-02>,2016/9/11 7:40,256,4061,836,735,16,E1
E1-3A<E1-3-02>,2016/9/11 7:50,194,3964,773,679,13,E1
E1-3A<E1-3-02>,2016/9/11 8:00,187,4008,991,737,27,E1
E1-3A<E1-3-02>,2016/9/11 8:10,129,3912,862,767,21,E1
E1-3A<E1-3-02>,2016/9/11 8:20,127,3401,801,650,26,E1
E1-3A<E1-3-02>,2016/9/11 8:30,82,3398,811,585,20,E1
E1-3A<E1-3-02>,2016/9/11 8:40,62,3227,872,563,15,E1
E1-3A<E1-3-02>,2016/9/11 8:50,54,2469,752,619,17,E1
E1-3A<E1-3-02>,2016/9/11 9:00,74,2215,895,649,23,E1
E1-3A<E1-3-02>,2016/9/11 9:10,77,2331,870,658,18,E1
E1-3A<E1-3-02>,2016/9/11 9:20,120,2499,896,657,19,E1
E1-3A<E1-3-02>,2016/9/11 9:30,150,2687,923,668,4,E1
E1-3A<E1-3-02>,2016/9/11 9:40,128,3053,963,646,11,E1
E1-3A<E1-3-02>,2016/9/11 9:50,168,3356,908,665,9,E1
E1-3A<E1-3-02>,2016/9/11 10:00,184,3332,888,679,10,E1
E1-3A<E1-3-02>,2016/9/11 10:10,154,3189,951,637,13,E1
E1-3A<E1-3-02>,2016/9/11 10:20,164,3309,944,605,19,E1
E1-3A<E1-3-02>,2016/9/11 10:30,117,3261,999,646,12,E1
E1-3A<E1-3-02>,2016/9/11 10:40,117,2880,978,641,17,E1
E1-3A<E1-3-02>,2016/9/11 10:50,106,2650,1046,643,13,E1
E1-3A<E1-3-02>,2016/9/11 11:00,110,2364,936,697,3,E1
E1-3A<E1-3-02>,2016/9/11 11:10,105,2430,887,659,9,E1
E1-3A<E1-3-02>,2016/9/11 11:20,105,2539,897,697,15,E1
E1-3A<E1-3-02>,2016/9/11 11:30,121,2812,860,698,9,E1
E1-3A<E1-3-02>,2016/9/11 11:40,113,3330,772,667,10,E1
E1-3A<E1-3-02>,2016/9/11 11:50,114,3533,907,654,13,E1
E1-3A<E1-3-02>,2016/9/11 12:00,123,4156,0,0,0,E1
E1-3A<E1-3-02>,2016/9/11 12:10,107,4237,0,0,0,E1
E1-3A<E1-3-02>,2016/9/11 12:20,77,3983,0,0,0,E1
E1-3A<E1-3-02>,2016/9/11 12:30,93,4025,0,0,0,E1
E1-3A<E1-3-02>,2016/9/11 12:40,129,4137,0,0,0,E1
E1-3A<E1-3-02>,2016/9/11 12:50,127,4011,0,0,0,E1
E1-3A<E1-3-02>,2016/9/11 13:00,190,3981,706,469,16,E1
E1-3A<E1-3-02>,2016/9/11 13:10,150,4278,721,500,9,E1
E1-3A<E1-3-02>,2016/9/11 13:20,109,4420,679,544,11,E1
E1-3A<E1-3-02>,2016/9/11 13:30,131,4229,596,535,14,E1
E1-3A<E1-3-02>,2016/9/11 13:40,132,4269,796,476,7,E1
E1-3A<E1-3-02>,2016/9/11 13:50,115,4295,747,457,15,E1
E1-3A<E1-3-02>,2016/9/11 14:00,122,4199,777,475,11,E1
E1-3A<E1-3-02>,2016/9/11 14:10,112,3718,916,574,11,E1
E1-3A<E1-3-02>,2016/9/11 14:20,126,3424,876,577,12,E1
E1-3A<E1-3-02>,2016/9/11 14:30,101,3421,797,599,10,E1
E1-3A<E1-3-02>,2016/9/11 14:40,124,3788,933,573,5,E1
E1-3A<E1-3-02>,2016/9/11 14:50,139,4009,848,593,14,E1
E1-3A<E1-3-02>,2016/9/11 15:00,140,3904,864,585,12,E1
